commentedBy,commentMessage,upvotes,commentDate
Nujcharee Haswell,What’s w.r.t?,1,06/10/2018 07:29 PM
Quang Nguyễn,"I thought there were 900 instances of Class-1 and 100 instances of Class-2 in the two confusion matrices above but when I sum up them, it was not. Thus, can you explain where those instances come from for me? ",1,07/10/2018 10:01 AM
