commentedBy,commentMessage,upvotes,commentDate
Daron Prater,This is a great tutorial and I found it very helpful! ,3,06/10/2018 08:03 AM
Christian Johansson,"Great turorial, I have a question though.",1,08/10/2018 11:02 PM
