commentedBy,commentMessage,upvotes,commentDate
Pramodhini Swain,code for prime number is wrong,1,15/10/2018 03:27 PM
Manohar S Rajputana,We can read 'prime' as 'even' in the above tutorial. ,1,23/10/2018 03:02 PM
