commentedBy,commentMessage,upvotes,commentDate
Stark Lord,"This is a good tutorial. Meanwhile you can visit Showbox,com for the best entertainment app.",1,22/05/2019 05:57 PM
Mark Chopping,Interesting article.,1,05/06/2019 01:33 PM
