commentedBy,commentMessage,upvotes,commentDate
Massimo Franceschet,"Hi,",4,05/03/2018 02:50 PM
jaipashwan2681,"It said the truth that processing large files is very difficult at one point. Analyzing, modifying  and many other tasks in data science.  iPhone customer support will going to use these data shell commands for its further use. ",2,21/04/2018 10:01 PM
Ming Zhong,Nice and helpful writing!,2,26/08/2018 12:31 PM
Alex Yecke,"you are missing a column name in between ""capital-loss"" and ""native-country"" -- ""hours-per-week"" should be added to ensure the full complement of column names are included.",1,15/01/2019 10:47 PM
