commentedBy,commentMessage,upvotes,commentDate
Nikolai Ivankin,Excellent article!,4,16/09/2018 07:17 PM
Hansee Han,Thanks for sharing this pytorch tutorial! Looking forward to more about pytorch!,2,26/09/2018 07:31 PM
Jakukyo Friel,Chinese translation: https://www.jqr.com/article/000521,3,10/10/2018 03:48 PM
