commentedBy,commentMessage,upvotes,commentDate
Ali Amin,"print = ""python"" ",1,15/12/2018 05:07 AM
Michele Shwan,"Thanks for sharing  MongoDB and Python details such beautiful information with us. I glad you, you sharing SQL, NoSQL difference details are very nice. One think is that your blog deeply all topic to show me.",1,09/04/2019 01:12 AM
