commentedBy,commentMessage,upvotes,commentDate
Jordan Belfort,"Power BI has several substance packs, formats and incorporations for many information administrations, applications and administrations that incorporate pre-set reports and perceptions and not simply Microsoft ones like Dynamics 365 and SQL Server.",1,30/04/2019 03:49 PM
Roberto León Leyva,"Parul, thanks, a great article.

I have some doubts about how it could be used for multiple user wich each can see a slice of dataset, for example user1 for sales of department 1, user 2 for sales of department 2.",1,14/06/2019 08:28 PM
