commentedBy,commentMessage,upvotes,commentDate
Jae Duk Seo,very great post. ,1,14/09/2018 06:12 AM
Azraa Bhugaloo,"Very nice post.

If i have not specified any class in my dataset, how will the visualizer colour the data points?",1,30/11/2018 02:31 AM
Teddy Ma,Great post! Saved me a lot of time understanding t-SNE.,1,15/05/2019 02:04 PM
Malcolm Simon,Is there way to apply this technique on categorical data.,1,27/05/2019 02:12 PM
