commentedBy,commentMessage,upvotes,commentDate
Petra Vidnerová,"Isn't in the first example missing np.abs() inside np.sum()? It would make much more sense. Only sum isn't norm.
",1,04/09/2018 06:47 PM
Eudy Dhe,Machine learning is a complex  field. It is the future of mankind. Although at this time you hear many incidents of hacking and data breach but machine learning uses very complex algorithms which are hard to breach.  For email security view  Delete AOL Account,1,21/11/2018 03:43 PM
